"gene"	"p_value"	"estimate"	"BH"
"2201"	"TNFSF9"	1	0	1
"2202"	"CD209"	1	0	1
"2203"	"HNRNPM"	1	0	1
"2204"	"LPAR2"	0.0888888888888888	Inf	0.633828160143949
"2205"	"DMKN"	1	0	1
"2206"	"ZNF285"	1	0	1
"2207"	"KLK11"	1	0	1
"2208"	"CPSF3"	1	0	1
"2209"	"CCDC121"	1	0	1
"2210"	"FAM179A"	1	0	1
"2211"	"C2orf71"	1	0	1
"2212"	"PLEKHH2"	0.246169560776302	5.5131938040198	1
"2213"	"SRBD1"	1	0	1
"2214"	"INO80B"	1	0	1
"2215"	"KRCC1"	1	0	1
"2216"	"MARCO"	0.246169560776302	5.5131938040198	1
"2217"	"LY75"	1	0	1
"2218"	"MYL1"	0.170786516853933	10.8909548109933	0.827504134275072
"2219"	"DNAJB2"	1	0	1
"2220"	"SPEG"	1	0	1
"2221"	"INSM1"	1	0	1
"2222"	"WFDC8"	1	0	1
"2223"	"CHEK2"	1	0	1
"2224"	"C22orf31"	0.315487302314114	3.67391382113383	1
"2225"	"CSF2RB"	1	0	1
"2226"	"CACNA1I"	1	0	1
"2227"	"ARPP21"	1	0	1
"2228"	"MAGI1"	0.0888888888888888	Inf	0.633828160143949
"2229"	"ECE2"	1	0	1
"2230"	"RTP1"	1	0	1
"2231"	"GRK4"	1	0	1
"2232"	"BLOC1S4"	1	0	1
"2233"	"CORIN"	0.0200204290091931	24.56021585398	0.633828160143949
"2234"	"TEC"	1	0	1
"2235"	"FRAS1"	1	0	1
"2236"	"QRFPR"	1	0	1
"2237"	"GLRB"	0.170786516853933	10.8909548109933	0.827504134275072
"2238"	"ACSL1"	1	0	1
"2239"	"FAM173B"	1	0	1
"2240"	"MAP3K1"	0.0888888888888888	Inf	0.633828160143949
"2241"	"RASGRF2"	1	0	1
"2242"	"AFF4"	0.170786516853933	10.8909548109933	0.827504134275072
"2243"	"FLT4"	1	0	1
"2244"	"OR2Y1"	1	0	1
"2245"	"TXNDC5"	1	0	1
"2246"	"TRIM39"	1	0	1
"2247"	"SKIV2L"	1	0	1
"2248"	"NFYA"	1	0	1
"2249"	"CNPY3"	1	0	1
"2250"	"CUL9"	1	0	1
"2251"	"SERINC1"	1	0	1
"2252"	"MED23"	1	0	1
"2253"	"RADIL"	1	0	1
"2254"	"HOXA4"	1	0	1
"2255"	"ADCYAP1R1"	0.437594628960132	2.17474154402267	1
"2256"	"TRRAP"	1	0	1
"2257"	"CPED1"	1	0	1
"2258"	"SGK223"	1	0	1
"2259"	"ERMP1"	1	0	1
"2260"	"UHRF2"	1	0	1
"2261"	"TAF1L"	1	0	1
"2262"	"AQP7"	1	0	1
"2263"	"HRCT1"	1	0	1
"2264"	"TRPM3"	1	0	1
"2265"	"GADD45G"	1	0	1
"2266"	"BAAT"	1	0	1
"2267"	"OR13C3"	1	0	1
"2268"	"DFNB31"	1	0	1
"2269"	"TRIM32"	1	0	1
"2270"	"SARDH"	1	0	1
"2271"	"MAGEB4"	0.0200204290091931	24.56021585398	0.633828160143949
"2272"	"FAM47A"	1	0	1
"2273"	"PIN4"	0.0382163361628685	12.4872044118925	0.633828160143949
"2274"	"MAGEE1"	0.0888888888888888	Inf	0.633828160143949
"2275"	"RHBDD3"	1	0	1
"2276"	"C11orf96"	1	0	1
"2277"	"MIB2"	1	0	1
"2278"	"RPL22"	1	0	1
"2279"	"DFFA"	1	0	1
"2280"	"ZBTB40"	1	0	1
"2281"	"HPCAL4"	1	0	1
"2282"	"TRIT1"	1	0	1
"2283"	"CYP4A22"	1	0	1
"2284"	"RPF1"	1	0	1
"2285"	"DPYD"	1	0	1
"2286"	"KCNC4"	0.246169560776302	5.5131938040198	1
"2287"	"KCNA3"	1	0	1
"2288"	"IGSF3"	0.170786516853933	10.8909548109933	0.827504134275072
"2289"	"SPRR2G"	1	0	1
"2290"	"PBXIP1"	0.0888888888888888	Inf	0.633828160143949
"2291"	"IQGAP3"	1	0	1
"2292"	"KLHDC9"	1	0	1
"2293"	"NUAK2"	1	0	1
"2294"	"SLC41A1"	1	0	1
"2295"	"ACBD3"	0.325237314711744	2.12898113844796	1
"2296"	"IDI1"	1	0	1
"2297"	"FBXO18"	1	0	1
"2298"	"SFMBT2"	1	0	1
"2299"	"TAF3"	1	0	1
"2300"	"KIAA1217"	1	0	1
"2301"	"PTCHD3"	0.0888888888888888	Inf	0.633828160143949
"2302"	"ZNF25"	1	0	1
"2303"	"EGR2"	1	0	1
"2304"	"UNC5B"	1	0	1
"2305"	"HTR7"	1	0	1
"2306"	"MYOF"	1	0	1
"2307"	"CCDC186"	1	0	1
"2308"	"PNLIPRP3"	0.0888888888888888	Inf	0.633828160143949
"2309"	"FAM45A"	0.315487302314114	3.67391382113383	1
"2310"	"DOCK1"	1	0	1
"2311"	"DNHD1"	0.246169560776302	5.5131938040198	1
"2312"	"RNF141"	1	0	1
"2313"	"KCNJ11"	1	0	1
"2314"	"BDNF"	1	0	1
"2315"	"SLC39A13"	1	0	1
"2316"	"MIR194-2"	1	0	1
"2317"	"DPP3"	1	0	1
"2318"	"SIK3"	1	0	1
"2319"	"KMT2A"	1	0	1
"2320"	"CCDC77"	1	0	1
"2321"	"CRACR2A"	1	0	1
"2322"	"IFFO1"	0.170786516853933	10.8909548109933	0.827504134275072
"2323"	"LPAR5"	0.00699126092384519	Inf	0.633828160143949
"2324"	"ZNF384"	1	0	1
"2325"	"PRB3"	0.437594628960132	2.17474154402267	1
"2326"	"C12orf36"	1	0	1
"2327"	"KIF21A"	1	0	1
"2328"	"CACNB3"	1	0	1
"2329"	"LETMD1"	0.0888888888888888	Inf	0.633828160143949
"2330"	"HOXC4"	1	0	1
"2331"	"CBX5"	1	0	1
"2332"	"LRP1"	0.0888888888888888	Inf	0.633828160143949
"2333"	"XPOT"	0.170786516853933	10.8909548109933	0.827504134275072
"2334"	"KRR1"	1	0	1
"2335"	"CCDC53"	1	0	1
"2336"	"SETD1B"	1	0	1
"2337"	"NUFIP1"	1	0	1
"2338"	"SLITRK1"	1	0	1
"2339"	"SLC15A1"	1	0	1
"2340"	"SLC10A2"	1	0	1
"2341"	"SALL2"	1	0	1
"2342"	"REM2"	1	0	1
"2343"	"EFS"	1	0	1
"2344"	"AP1G2"	0.170786516853933	10.8909548109933	0.827504134275072
"2345"	"LRRC16B"	0.0888888888888888	Inf	0.633828160143949
"2346"	"NYNRIN"	1	0	1
"2347"	"C14orf23"	1	0	1
"2348"	"FBXO34"	1	0	1
"2349"	"ZBTB1"	1	0	1
"2350"	"GPR68"	1	0	1
"2351"	"BDKRB2"	0.170786516853933	10.8909548109933	0.827504134275072
"2352"	"ADSSL1"	1	0	1
"2353"	"CEP170B"	0.170786516853933	10.8909548109933	0.827504134275072
"2354"	"LPCAT4"	0.170786516853933	10.8909548109933	0.827504134275072
"2355"	"SPRED1"	1	0	1
"2356"	"RASGRP1"	1	0	1
"2357"	"B2M"	1	0	1
"2358"	"SPATA5L1"	1	0	1
"2359"	"WDR72"	1	0	1
"2360"	"MNS1"	1	0	1
"2361"	"SLTM"	1	0	1
"2362"	"NR2E3"	1	0	1
"2363"	"PML"	0.0888888888888888	Inf	0.633828160143949
"2364"	"KIF7"	1	0	1
"2365"	"IFT140"	1	0	1
"2366"	"DNAJA3"	0.0607849031751792	8.3592487907847	0.633828160143949
"2367"	"SMG1"	0.0888888888888888	Inf	0.633828160143949
"2368"	"GPR139"	0.246169560776302	5.5131938040198	1
"2369"	"VWA3A"	1	0	1
"2370"	"GTF3C1"	1	0	1
"2371"	"ATP2A1"	1	0	1
"2372"	"INO80E"	1	0	1
"2373"	"SRCAP"	1	0	1
"2374"	"BCL7C"	1	0	1
"2375"	"WDR59"	1	0	1
"2376"	"PKD1L2"	0.0888888888888888	Inf	0.633828160143949
"2377"	"SMTNL2"	0.170786516853933	10.8909548109933	0.827504134275072
"2378"	"ACAP1"	1	0	1
"2379"	"NLGN2"	1	0	1
"2380"	"TMEM97"	1	0	1
"2381"	"SLFN12"	1	0	1
"2382"	"HEATR9"	1	0	1
"2383"	"KRTAP4-6"	1	0	1
"2384"	"MPP3"	1	0	1
"2385"	"MAP3K14-AS1"	0.0888888888888888	Inf	0.633828160143949
"2386"	"HOXB13"	1	0	1
"2387"	"NGFR"	1	0	1
"2388"	"PCTP"	0.170786516853933	10.8909548109933	0.827504134275072
"2389"	"ANKFN1"	1	0	1
"2390"	"RPTOR"	1	0	1
"2391"	"RAB40B"	1	0	1
"2392"	"MPPE1"	1	0	1
"2393"	"ABHD3"	0.716030747874695	1.57930857752128	1
"2394"	"SLC39A6"	1	0	1
"2395"	"PIAS2"	0.0888888888888888	Inf	0.633828160143949
"2396"	"ADNP2"	1	0	1
"2397"	"LMNB2"	0.0888888888888888	Inf	0.633828160143949
"2398"	"CHAF1A"	1	0	1
"2399"	"KDM4B"	1	0	1
"2400"	"PSPN"	0.0888888888888888	Inf	0.633828160143949
"2401"	"PNPLA6"	0.0200204290091931	24.56021585398	0.633828160143949
"2402"	"TIMM44"	1	0	1
"2403"	"FBN3"	0.170786516853933	10.8909548109933	0.827504134275072
"2404"	"MYO1F"	0.170786516853933	10.8909548109933	0.827504134275072
"2405"	"S1PR5"	1	0	1
"2406"	"CD97"	1	0	1
"2407"	"EMR2"	1	0	1
"2408"	"AKAP8"	1	0	1
"2409"	"SLC5A5"	1	0	1
"2410"	"TMEM161A"	1	0	1
"2411"	"SLC7A10"	1	0	1
"2412"	"COX6B1"	1	0	1
"2413"	"KMT2B"	1	0	1
"2414"	"ZNF529"	1	0	1
"2415"	"FBXO27"	1	0	1
"2416"	"FCGBP"	0.379162902098847	2.74050267948522	1
"2417"	"LIPE"	0.0888888888888888	Inf	0.633828160143949
"2418"	"PSG6"	0.0888888888888888	Inf	0.633828160143949
"2419"	"NKPD1"	1	0	1
"2420"	"ERCC1"	1	0	1
"2421"	"GRIN2D"	1	0	1
"2422"	"MED25"	1	0	1
"2423"	"PTOV1"	0.0888888888888888	Inf	0.633828160143949
"2424"	"LRRC4B"	0.0888888888888888	Inf	0.633828160143949
"2425"	"SSC5D"	1	0	1
"2426"	"TAF1B"	1	0	1
"2427"	"HK2"	1	0	1
"2428"	"MAP3K19"	0.0888888888888888	Inf	0.633828160143949
"2429"	"PLA2R1"	0.170786516853933	10.8909548109933	0.827504134275072
"2430"	"ORMDL1"	0.0888888888888888	Inf	0.633828160143949
"2431"	"EEF1B2"	1	0	1
"2432"	"ANO7"	1	0	1
"2433"	"NOP56"	1	0	1
"2434"	"VSX1"	1	0	1
"2435"	"GSS"	1	0	1
"2436"	"GNAS-AS1"	1	0	1
"2437"	"CABLES2"	0.0382163361628685	12.4872044118925	0.633828160143949
"2438"	"COL20A1"	1	0	1
"2439"	"BACH1"	1	0	1
"2440"	"TIAM1"	1	0	1
"2441"	"UMODL1"	1	0	1
"2442"	"MIF"	1	0	1
"2443"	"CRELD2"	1	0	1
"2444"	"SLC6A11"	1	0	1
"2445"	"STAC"	1	0	1
"2446"	"MLH1"	1	0	1
"2447"	"XIRP1"	0.0888888888888888	Inf	0.633828160143949
"2448"	"SEMA3G"	1	0	1
"2449"	"PDZRN3"	0.170786516853933	10.8909548109933	0.827504134275072
"2450"	"ITGB5"	1	0	1
"2451"	"SLC35G2"	1	0	1
"2452"	"FXR1"	1	0	1
"2453"	"EPHB3"	1	0	1
"2454"	"FAM43A"	1	0	1
"2455"	"MUC4"	1	0	1
"2456"	"NELFA"	1	0	1
"2457"	"TRMT44"	1	0	1
"2458"	"CPEB2"	1	0	1
"2459"	"FAM200B"	1	0	1
"2460"	"TLR6"	1	0	1
"2461"	"FRYL"	1	0	1
"2462"	"UGT2B15"	1	0	1
"2463"	"UNC5C"	1	0	1
"2464"	"AP1AR"	1	0	1
"2465"	"NAA15"	1	0	1
"2466"	"DCLK2"	1	0	1
"2467"	"ANXA2R"	1	0	1
"2468"	"CLTB"	1	0	1
"2469"	"NSD1"	1	0	1
"2470"	"RASGEF1C"	1	0	1
"2471"	"EHMT2"	0.246169560776302	5.5131938040198	1
"2472"	"BTNL2"	1	0	1
"2473"	"B3GALT4"	1	0	1
"2474"	"DAXX"	1	0	1
"2475"	"FAXC"	0.170786516853933	10.8909548109933	0.827504134275072
"2476"	"MARCKS"	0.0888888888888888	Inf	0.633828160143949
"2477"	"TMEM196"	1	0	1
"2478"	"TNS3"	1	0	1
"2479"	"ZPBP"	0.0888888888888888	Inf	0.633828160143949
"2480"	"GTF2IRD1"	1	0	1
"2481"	"DTX2"	1	0	1
"2482"	"TMEM60"	1	0	1
"2483"	"ACHE"	1	0	1
"2484"	"THAP5"	1	0	1
"2485"	"PPP1R3A"	0.0888888888888888	Inf	0.633828160143949
"2486"	"CPA1"	1	0	1
"2487"	"PARP12"	0.0888888888888888	Inf	0.633828160143949
"2488"	"DEFB135"	1	0	1
"2489"	"HOOK3"	1	0	1
"2490"	"ST18"	1	0	1
"2491"	"MYBL1"	1	0	1
"2492"	"UBR5"	1	0	1
"2493"	"TYRP1"	1	0	1
"2494"	"NUDT2"	1	0	1
"2495"	"C9orf41"	1	0	1
"2496"	"SECISBP2"	1	0	1
"2497"	"CDK5RAP2"	0.246169560776302	5.5131938040198	1
"2498"	"NR5A1"	1	0	1
"2499"	"GAPVD1"	1	0	1
"2500"	"GOLGA2"	0.315487302314114	3.67391382113383	1
"2501"	"STKLD1"	1	0	1
"2502"	"BRD3"	1	0	1
"2503"	"GRIN1"	1	0	1
"2504"	"TMEM203"	1	0	1
"2505"	"YY2"	1	0	1
"2506"	"SMC1A"	1	0	1
"2507"	"FGD1"	1	0	1
"2508"	"RPA4"	1	0	1
"2509"	"HNRNPH2"	1	0	1
"2510"	"RNF128"	1	0	1
"2511"	"SPANXB2"	1	0	1
"2512"	"SPANXC"	1	0	1
"2513"	"MIA3"	1	0	1
"2514"	"TRIM21"	0.170786516853933	10.8909548109933	0.827504134275072
"2515"	"EXPH5"	1	0	1
"2516"	"DDX47"	1	0	1
"2517"	"MPHOSPH9"	1	0	1
"2518"	"ATP7B"	1	0	1
"2519"	"BRF1"	1	0	1
"2520"	"LAT"	0.170786516853933	10.8909548109933	0.827504134275072
"2521"	"ZNF486"	1	0	1
"2522"	"RTN2"	1	0	1
"2523"	"C1D"	1	0	1
"2524"	"SMYD5"	0.0888888888888888	Inf	0.633828160143949
"2525"	"ERCC3"	1	0	1
"2526"	"KIF3B"	1	0	1
"2527"	"TOP1"	1	0	1
"2528"	"RBM5"	1	0	1
"2529"	"HERC6"	1	0	1
"2530"	"CWC27"	0.437594628960132	2.17474154402267	1
"2531"	"PHACTR2"	0.0888888888888888	Inf	0.633828160143949
"2532"	"TMEM130"	1	0	1
"2533"	"FOXD2"	1	0	1
"2534"	"OPTN"	1	0	1
"2535"	"CRACR2B"	1	0	1
"2536"	"TSPAN31"	1	0	1
"2537"	"EP400"	1	0	1
"2538"	"FBRSL1"	0.0888888888888888	Inf	0.633828160143949
"2539"	"SAP18"	1	0	1
"2540"	"RPS6KL1"	1	0	1
"2541"	"TPSAB1"	1	0	1
"2542"	"HAS3"	0.170786516853933	10.8909548109933	0.827504134275072
"2543"	"TVP23C"	1	0	1
"2544"	"KRTAP2-3"	1	0	1
"2545"	"GPR4"	1	0	1
"2546"	"DKKL1"	1	0	1
"2547"	"ZNF814"	0.0888888888888888	Inf	0.633828160143949
"2548"	"AAK1"	0.685654316078716	1.53125037856199	1
"2549"	"LOC151174"	0.170786516853933	10.8909548109933	0.827504134275072
"2550"	"SNRPB2"	0.0888888888888888	Inf	0.633828160143949
"2551"	"FAM182A"	1	0	1
"2552"	"ADNP"	0.170786516853933	10.8909548109933	0.827504134275072
"2553"	"SCARF2"	1	0	1
"2554"	"POM121L4P"	0.170786516853933	10.8909548109933	0.827504134275072
"2555"	"IGSF10"	1	0	1
"2556"	"GABRA2"	1	0	1
"2557"	"PIK3R1"	0.0888888888888888	Inf	0.633828160143949
"2558"	"HLA-A"	1	0	1
"2559"	"HLA-DQA1"	1	0	1
"2560"	"ENPP5"	1	0	1
"2561"	"STXBP5"	1	0	1
"2562"	"HECW1"	0.0607849031751792	8.3592487907847	0.633828160143949
"2563"	"MTDH"	1	0	1
"2564"	"GABRE"	1	0	1
"2565"	"POLG"	0.0888888888888888	Inf	0.633828160143949
"2566"	"ADAMTS18"	1	0	1
"2567"	"MEPCE"	1	0	1
"2568"	"ACAP3"	0.0200204290091931	24.56021585398	0.633828160143949
"2569"	"AHDC1"	1	0	1
"2570"	"CHIT1"	1	0	1
"2571"	"CENPF"	1	0	1
"2572"	"WDR11"	1	0	1
"2573"	"FGFR2"	1	0	1
"2574"	"CTSD"	1	0	1
"2575"	"OR56B1"	0.0888888888888888	Inf	0.633828160143949
"2576"	"OR8H2"	0.0888888888888888	Inf	0.633828160143949
"2577"	"PPP2R1B"	0.170786516853933	10.8909548109933	0.827504134275072
"2578"	"C1RL"	0.246169560776302	5.5131938040198	1
"2579"	"CLEC4E"	1	0	1
"2580"	"BCAT1"	1	0	1
"2581"	"NAP1L1"	1	0	1
"2582"	"CEP290"	1	0	1
"2583"	"RPH3A"	1	0	1
"2584"	"PITPNM2"	0.0888888888888888	Inf	0.633828160143949
"2585"	"CARS2"	1	0	1
"2586"	"FAM81A"	1	0	1
"2587"	"HBQ1"	0.246169560776302	5.5131938040198	1
"2588"	"SLX4"	1	0	1
"2589"	"KRTAP1-1"	1	0	1
"2590"	"KRTAP4-8"	1	0	1
"2591"	"G6PC3"	1	0	1
"2592"	"ZNF521"	1	0	1
"2593"	"MFSD12"	1	0	1
"2594"	"CD320"	1	0	1
"2595"	"GADD45GIP1"	1	0	1
"2596"	"IER2"	1	0	1
"2597"	"PODNL1"	0.0888888888888888	Inf	0.633828160143949
"2598"	"ZNF85"	0.0888888888888888	Inf	0.633828160143949
"2599"	"SIGLEC5"	1	0	1
"2600"	"ZNF813"	0.0888888888888888	Inf	0.633828160143949
"2601"	"PTPRH"	0.0888888888888888	Inf	0.633828160143949
"2602"	"DNAH6"	1	0	1
"2603"	"SH3RF3"	1	0	1
"2604"	"TMEM177"	1	0	1
"2605"	"TPST2"	1	0	1
"2606"	"MIRLET7BHG"	1	0	1
"2607"	"CACNA1D"	0.379162902098847	2.74050267948522	1
"2608"	"PPP4R2"	0.0888888888888888	Inf	0.633828160143949
"2609"	"MUC13"	1	0	1
"2610"	"HRG"	1	0	1
"2611"	"TBC1D1"	1	0	1
"2612"	"MTHFD2L"	1	0	1
"2613"	"ANAPC10"	0.435365127941489	1.73099934812968	1
"2614"	"OTP"	0.0888888888888888	Inf	0.633828160143949
"2615"	"NRG2"	1	0	1
"2616"	"GLRA1"	1	0	1
"2617"	"HIST1H1E"	1	0	1
"2618"	"LRRN3"	0.0888888888888888	Inf	0.633828160143949
"2619"	"CAPZA2"	1	0	1
"2620"	"ASPH"	1	0	1
"2621"	"CNBD1"	0.170786516853933	10.8909548109933	0.827504134275072
"2622"	"MROH5"	1	0	1
"2623"	"ZNF696"	1	0	1
"2624"	"FAM205A"	1	0	1
"2625"	"C9orf171"	1	0	1
"2626"	"CDKL5"	1	0	1
"2627"	"GATA3"	1	0	1
"2628"	"SOCS7"	1	0	1
"2629"	"RALY"	1	0	1
"2630"	"IPP"	0.437594628960132	2.17474154402267	1
"2631"	"MAP3K8"	0.315487302314114	3.67391382113383	1
"2632"	"DNAJB13"	1	0	1
"2633"	"CD63"	1	0	1
"2634"	"USP15"	1	0	1
"2635"	"ABCB9"	1	0	1
"2636"	"VWA8"	1	0	1
"2637"	"MGA"	1	0	1
"2638"	"GOLGA6A"	1	0	1
"2639"	"NUDT16L1"	1	0	1
"2640"	"ZNF843"	0.0888888888888888	Inf	0.633828160143949
"2641"	"CNEP1R1"	1	0	1
"2642"	"CCL11"	0.170786516853933	10.8909548109933	0.827504134275072
"2643"	"PPP5C"	0.0888888888888888	Inf	0.633828160143949
"2644"	"LIME1"	0.0888888888888888	Inf	0.633828160143949
"2645"	"KRTAP25-1"	0.170786516853933	10.8909548109933	0.827504134275072
"2646"	"COL18A1"	1	0	1
"2647"	"TNRC6B"	1	0	1
"2648"	"ZNF717"	1	0	1
"2649"	"PLCH1"	0.0888888888888888	Inf	0.633828160143949
"2650"	"KNG1"	1	0	1
"2651"	"HTT"	1	0	1
"2652"	"MAB21L2"	1	0	1
"2653"	"PCDHAC1"	0.0888888888888888	Inf	0.633828160143949
"2654"	"SAMD5"	0.170786516853933	10.8909548109933	0.827504134275072
"2655"	"LRP11"	0.00699126092384519	Inf	0.633828160143949
"2656"	"TWISTNB"	1	0	1
"2657"	"GPR141"	0.246169560776302	5.5131938040198	1
"2658"	"SLC24A2"	1	0	1
"2659"	"CCDC107"	1	0	1
"2660"	"TBL1X"	1	0	1
"2661"	"TCEAL6"	1	0	1
"2662"	"TCEAL3"	1	0	1
"2663"	"NDUFA1"	1	0	1
"2664"	"MAGEA3"	0.170786516853933	10.8909548109933	0.827504134275072
"2665"	"CSGALNACT2"	1	0	1
"2666"	"NRG3"	1	0	1
"2667"	"GPAM"	1	0	1
"2668"	"ENO4"	1	0	1
"2669"	"CDHR5"	0.170786516853933	10.8909548109933	0.827504134275072
"2670"	"PLCB3"	0.0888888888888888	Inf	0.633828160143949
"2671"	"GSTP1"	1	0	1
"2672"	"TENM4"	1	0	1
"2673"	"COLCA1"	1	0	1
"2674"	"TMEM19"	1	0	1
"2675"	"GALNT4"	0.246169560776302	5.5131938040198	1
"2676"	"C12orf65"	1	0	1
"2677"	"PCDH20"	0.0888888888888888	Inf	0.633828160143949
"2678"	"KLF5"	1	0	1
"2679"	"INSM2"	1	0	1
"2680"	"ELMSAN1"	1	0	1
"2681"	"SAMD15"	1	0	1
"2682"	"MFAP1"	1	0	1
"2683"	"SPG11"	1	0	1
"2684"	"PDE8A"	0.0888888888888888	Inf	0.633828160143949
"2685"	"PTX4"	0.0888888888888888	Inf	0.633828160143949
"2686"	"FLYWCH1"	1	0	1
"2687"	"SEZ6L2"	1	0	1
"2688"	"SMYD4"	0.0888888888888888	Inf	0.633828160143949
"2689"	"GSG2"	1	0	1
"2690"	"POLI"	0.0888888888888888	Inf	0.633828160143949
"2691"	"RLN3"	1	0	1
"2692"	"OR7A10"	0.0888888888888888	Inf	0.633828160143949
"2693"	"SLC27A1"	1	0	1
"2694"	"ZNF254"	1	0	1
"2695"	"LRP3"	0.0200204290091931	24.56021585398	0.633828160143949
"2696"	"FFAR1"	1	0	1
"2697"	"ZNF234"	1	0	1
"2698"	"TRPM4"	1	0	1
"2699"	"SLC6A16"	1	0	1
"2700"	"TSKS"	1	0	1
"2701"	"TMC4"	1	0	1
"2702"	"IFT52"	1	0	1
"2703"	"SPATA25"	1	0	1
"2704"	"U2AF1"	1	0	1
"2705"	"COL6A2"	0.246169560776302	5.5131938040198	1
"2706"	"TTC28"	1	0	1
"2707"	"SEC14L4"	1	0	1
"2708"	"TCF20"	1	0	1
"2709"	"PNPLA3"	0.0200204290091931	24.56021585398	0.633828160143949
"2710"	"CNTN4"	1	0	1
"2711"	"FAM3D"	1	0	1
"2712"	"ADAMTS9"	0.246169560776302	5.5131938040198	1
"2713"	"WHSC1"	1	0	1
"2714"	"WFS1"	0.0200204290091931	24.56021585398	0.633828160143949
"2715"	"MYO10"	1	0	1
"2716"	"MROH2B"	1	0	1
"2717"	"PANK3"	0.0888888888888888	Inf	0.633828160143949
"2718"	"MYO1G"	1	0	1
"2719"	"ZNF775"	0.0888888888888888	Inf	0.633828160143949
"2720"	"ASB10"	1	0	1
"2721"	"UBAP2"	1	0	1
"2722"	"TLN1"	1	0	1
"2723"	"VPS13A"	1	0	1
"2724"	"SEC61B"	1	0	1
"2725"	"SNAPC4"	0.0888888888888888	Inf	0.633828160143949
"2726"	"IL13RA1"	1	0	1
"2727"	"MAP7D3"	0.246169560776302	5.5131938040198	1
"2728"	"PARD6A"	0.170786516853933	10.8909548109933	0.827504134275072
"2729"	"SND1"	0.0888888888888888	Inf	0.633828160143949
"2730"	"SRRM1"	1	0	1
"2731"	"MAST2"	0.0888888888888888	Inf	0.633828160143949
"2732"	"HIST2H3D"	1	0	1
"2733"	"DENND4B"	1	0	1
"2734"	"FRMD4A"	1	0	1
"2735"	"STAM"	1	0	1
"2736"	"ERLIN1"	1	0	1
"2737"	"PGAP2"	0.0888888888888888	Inf	0.633828160143949
"2738"	"PTPRJ"	0.0888888888888888	Inf	0.633828160143949
"2739"	"ATN1"	1	0	1
"2740"	"TAS2R46"	1	0	1
"2741"	"DIP2B"	0.216225343966171	3.02964704466758	1
"2742"	"WSCD2"	1	0	1
"2743"	"TAOK3"	1	0	1
"2744"	"FZD10"	0.170786516853933	10.8909548109933	0.827504134275072
"2745"	"RNF17"	1	0	1
"2746"	"FRY"	1	0	1
"2747"	"RNASE4"	1	0	1
"2748"	"KREMEN2"	1	0	1
"2749"	"RRN3"	1	0	1
"2750"	"KNOP1"	0.246169560776302	5.5131938040198	1
"2751"	"DHODH"	1	0	1
"2752"	"KRT12"	1	0	1
"2753"	"KLHL10"	1	0	1
"2754"	"ENOSF1"	0.170786516853933	10.8909548109933	0.827504134275072
"2755"	"NCOA1"	1	0	1
"2756"	"SLC23A2"	1	0	1
"2757"	"SMTN"	0.0888888888888888	Inf	0.633828160143949
"2758"	"NBEAL2"	1	0	1
"2759"	"PLXND1"	0.0888888888888888	Inf	0.633828160143949
"2760"	"PRRC2A"	0.170786516853933	10.8909548109933	0.827504134275072
"2761"	"HMCN1"	1	0	1
"2762"	"NFASC"	1	0	1
"2763"	"CR2"	1	0	1
"2764"	"OR52I2"	0.0888888888888888	Inf	0.633828160143949
"2765"	"CAPRIN1"	1	0	1
"2766"	"DGKZ"	1	0	1
"2767"	"FRMD8"	1	0	1
"2768"	"TRPC6"	1	0	1
"2769"	"ESAM"	1	0	1
"2770"	"GLB1L2"	1	0	1
"2771"	"SLC2A13"	1	0	1
"2772"	"ALX1"	1	0	1
"2773"	"TPTE2"	1	0	1
"2774"	"GZMB"	0.170786516853933	10.8909548109933	0.827504134275072
"2775"	"SLC24A4"	1	0	1
"2776"	"SCG3"	1	0	1
"2777"	"CDIPT"	1	0	1
"2778"	"N4BP1"	1	0	1
"2779"	"E2F4"	1	0	1
"2780"	"QRICH2"	1	0	1
"2781"	"FLJ45079"	0.170786516853933	10.8909548109933	0.827504134275072
"2782"	"ENGASE"	1	0	1
"2783"	"THOC1"	1	0	1
"2784"	"RNF165"	1	0	1
"2785"	"OR7C1"	0.0888888888888888	Inf	0.633828160143949
"2786"	"ZNF420"	1	0	1
"2787"	"ADCK4"	1	0	1
"2788"	"ERF"	0.246169560776302	5.5131938040198	1
"2789"	"ZNF226"	1	0	1
"2790"	"SYMPK"	1	0	1
"2791"	"MIR512-2"	1	0	1
"2792"	"FAM71E2"	1	0.549324746375492	1
"2793"	"GLI2"	1	0	1
"2794"	"NXPH2"	1	0	1
"2795"	"MAP2"	0.315487302314114	3.67391382113383	1
"2796"	"SP140"	1	0	1
"2797"	"ESPNL"	1	0	1
"2798"	"PAK7"	0.0888888888888888	Inf	0.633828160143949
"2799"	"NINL"	1	0	1
"2800"	"KRTAP21-3"	1	0	1
"2801"	"PRR34"	0.0888888888888888	Inf	0.633828160143949
"2802"	"IQSEC1"	0.170786516853933	10.8909548109933	0.827504134275072
"2803"	"LSM3"	0.0888888888888888	Inf	0.633828160143949
"2804"	"LZTFL1"	1	0	1
"2805"	"AHSG"	0.246169560776302	5.5131938040198	1
"2806"	"SMN2"	0.246169560776302	5.5131938040198	1
"2807"	"SNX14"	0.0888888888888888	Inf	0.633828160143949
"2808"	"C6orf58"	1	0	1
"2809"	"FGFR1OP"	0.116220131223065	4.9787627604232	0.821234528050644
