"gene"	"p_value"	"estimate"	"BH"
"5253"	"FLII"	1	0	1
"5254"	"SLC13A2"	1	0	1
"5255"	"EFCAB5"	1	0	1
"5256"	"RFFL"	1	0	1
"5257"	"ACACA"	0.674027563419176	1.27088006090208	1
"5258"	"TNS4"	1	0	1
"5259"	"MLX"	1	0	1
"5260"	"CLTC"	1	0	1
"5261"	"KCNH6"	1	0	1
"5262"	"TEX2"	1	0	1
"5263"	"CPSF4L"	1	0	1
"5264"	"TRIM65"	1	0	1
"5265"	"BAHCC1"	1	0	1
"5266"	"CXXC1"	1	0	1
"5267"	"SERPINB2"	1	0	1
"5268"	"ZNF407"	1	0	1
"5269"	"ATP8B3"	1	0	1
"5270"	"NCLN"	1	0	1
"5271"	"TBXA2R"	1	0	1
"5272"	"ARHGEF18"	0.170786516853933	10.8909548109933	0.827504134275072
"5273"	"RAB11B"	1	0	1
"5274"	"PIN1"	0.0888888888888888	Inf	0.633828160143949
"5275"	"LDLR"	0.0888888888888888	Inf	0.633828160143949
"5276"	"ASNA1"	1	0	1
"5277"	"HOOK2"	1	0	1
"5278"	"MAST1"	0.0888888888888888	Inf	0.633828160143949
"5279"	"TECR"	1	0	1
"5280"	"CYP4F8"	1	0	1
"5281"	"ATP13A1"	1	0	1
"5282"	"KIRREL2"	1	0	1
"5283"	"SPINT2"	1	0	1
"5284"	"PLEKHG2"	0.0888888888888888	Inf	0.633828160143949
"5285"	"PSMC4"	0.170786516853933	10.8909548109933	0.827504134275072
"5286"	"LTBP4"	0.246169560776302	5.5131938040198	1
"5287"	"GRIK5"	1	0	1
"5288"	"PVR"	0.0888888888888888	Inf	0.633828160143949
"5289"	"STRN4"	1	0	1
"5290"	"ARHGAP35"	1	0	1
"5291"	"FAM83E"	1	0	1
"5292"	"TNNT1"	1	0	1
"5293"	"CCDC106"	1	0	1
"5294"	"LPIN1"	0.0888888888888888	Inf	0.633828160143949
"5295"	"XPO1"	0.0888888888888888	Inf	0.633828160143949
"5296"	"ARHGAP25"	1	0	1
"5297"	"STAMBP"	1	0	1
"5298"	"GCC2"	1	0	1
"5299"	"EN1"	0.0870042677924224	6.25748261517028	0.633828160143949
"5300"	"MYO3B"	1	0	1
"5301"	"CDCA7"	1	0	1
"5302"	"NAB1"	1	0	1
"5303"	"CARF"	1	0	1
"5304"	"GFRA4"	1	0	1
"5305"	"JPH2"	1	0	1
"5306"	"OCSTAMP"	1	0	1
"5307"	"SPATA2"	0.170786516853933	10.8909548109933	0.827504134275072
"5308"	"TNFRSF6B"	1	0	1
"5309"	"RTN4R"	1	0	1
"5310"	"TOM1"	1	0	1
"5311"	"EIF3L"	1	0	1
"5312"	"MKL1"	1	0	1
"5313"	"TOB2"	1	0	1
"5314"	"SBF1"	1	0	1
"5315"	"IL17RE"	1	0	1
"5316"	"IRAK2"	1	0	1
"5317"	"NEK10"	1	0	1
"5318"	"CNOT10"	1	0	1
"5319"	"LRRFIP2"	0.0888888888888888	Inf	0.633828160143949
"5320"	"ITGA9"	1	0	1
"5321"	"ALS2CL"	0.590183186387541	0	1
"5322"	"NME6"	1	0	1
"5323"	"RBM6"	1	0	1
"5324"	"SEMA3B"	1	0	1
"5325"	"TLR9"	1	0	1
"5326"	"ITIH4"	1	0	1
"5327"	"DNASE1L3"	1	0	1
"5328"	"FOXP1"	1	0	1
"5329"	"GABRR3"	1	0	1
"5330"	"TMPRSS7"	1	0	1
"5331"	"DRD3"	0.170786516853933	10.8909548109933	0.827504134275072
"5332"	"PLXNA1"	0.0888888888888888	Inf	0.633828160143949
"5333"	"MRPL3"	1	0	1
"5334"	"ANKUB1"	0.348504993514787	0	1
"5335"	"PRKCI"	0.0888888888888888	Inf	0.633828160143949
"5336"	"EIF4G1"	0.437594628960132	2.17474154402267	1
"5337"	"APOD"	0.170786516853933	10.8909548109933	0.827504134275072
"5338"	"LRCH3"	0.0200204290091931	24.56021585398	0.633828160143949
"5339"	"LMLN"	0.00699126092384519	Inf	0.633828160143949
"5340"	"HGFAC"	1	0	1
"5341"	"CXCL9"	1	0	1
"5342"	"BMP3"	1	0	1
"5343"	"DDIT4L"	0.170786516853933	10.8909548109933	0.827504134275072
"5344"	"SNX25"	0.0888888888888888	Inf	0.633828160143949
"5345"	"IL7R"	1	0	1
"5346"	"DDX4"	1	0	1
"5347"	"ERCC8"	1	0	1
"5348"	"BDP1"	1	0	1
"5349"	"NSA2"	1	0	1
"5350"	"PDE8B"	0.0888888888888888	Inf	0.633828160143949
"5351"	"WDR36"	1	0	1
"5352"	"SEPT8"	1	0	1
"5353"	"BRD8"	1	0	1
"5354"	"KDM3B"	0.170786516853933	10.8909548109933	0.827504134275072
"5355"	"APBB3"	1	0	1
"5356"	"CYFIP2"	1	0	1
"5357"	"LCP2"	0.0888888888888888	Inf	0.633828160143949
"5358"	"KIAA1191"	1	0	1
"5359"	"RNF44"	1	0	1
"5360"	"PROP1"	0.170786516853933	10.8909548109933	0.827504134275072
"5361"	"RIOK1"	1	0	1
"5362"	"NEDD9"	1	0	1
"5363"	"HFE"	1	0	1
"5364"	"BTN2A2"	0.170786516853933	10.8909548109933	0.827504134275072
"5365"	"BAG6"	1	0	1
"5366"	"ZBTB9"	1	0	1
"5367"	"ABCC10"	1	0	1
"5368"	"TINAG"	1	0	1
"5369"	"SESN1"	1	0	1
"5370"	"GPR6"	0.170786516853933	10.8909548109933	0.827504134275072
"5371"	"TCF21"	1	0	1
"5372"	"SNX9"	0.0888888888888888	Inf	0.633828160143949
"5373"	"PLG"	0.0888888888888888	Inf	0.633828160143949
"5374"	"PRR15"	0.0888888888888888	Inf	0.633828160143949
"5375"	"NOD1"	1	0	1
"5376"	"EGFR"	1	0	1
"5377"	"CCDC146"	1	0	1
"5378"	"AKAP9"	1	0	1
"5379"	"AP4M1"	0.540202149321967	1.52228009354473	1
"5380"	"NYAP1"	1	0	1
"5381"	"AP1S1"	0.246169560776302	5.5131938040198	1
"5382"	"PRKRIP1"	0.437594628960132	2.17474154402267	1
"5383"	"ALKBH4"	1	0	1
"5384"	"PSMC2"	0.0888888888888888	Inf	0.633828160143949
"5385"	"KMT2E"	1	0	1
"5386"	"SRPK2"	1	0	1
"5387"	"BCAP29"	1	0	1
"5388"	"AKR1D1"	1	0	1
"5389"	"ZYX"	0.0888888888888888	Inf	0.633828160143949
"5390"	"OR2A7"	1	0	1
"5391"	"NOBOX"	1	0	1
"5392"	"ABCF2"	0.358085047963917	2.44496549289285	1
"5393"	"RNF32"	1	0	1
"5394"	"ANGPT2"	1	0	1
"5395"	"PDLIM2"	0.0888888888888888	Inf	0.633828160143949
"5396"	"CHRNA2"	0.491157045249643	1.794922601213	1
"5397"	"BAG4"	0.379162902098847	2.74050267948522	1
"5398"	"WHSC1L1"	1	0	1
"5399"	"CA3"	1	0	1
"5400"	"POP1"	0.170786516853933	10.8909548109933	0.827504134275072
"5401"	"TRPS1"	1	0	1
"5402"	"COLEC10"	0.246169560776302	5.5131938040198	1
"5403"	"FER1L6"	1	0	1
"5404"	"TRAPPC9"	1	0	1
"5405"	"GRINA"	1	0	1
"5406"	"ZNF251"	1	0	1
"5407"	"MPDZ"	1	0	1
"5408"	"FOCAD"	1	0	1
"5409"	"MTAP"	1	0	1
"5410"	"SMU1"	0.0888888888888888	Inf	0.633828160143949
"5411"	"RUSC2"	1	0	1
"5412"	"CEP78"	1	0	1
"5413"	"FRRS1L"	0.170786516853933	10.8909548109933	0.827504134275072
"5414"	"ASTN2"	1	0	1
"5415"	"PSMD5"	0.170786516853933	10.8909548109933	0.827504134275072
"5416"	"HSPA5"	1	0	1
"5417"	"RNF208"	1	0	1
"5418"	"EXD3"	1	0	1
"5419"	"ARRDC1"	1	0	1
"5420"	"KAL1"	0.170786516853933	10.8909548109933	0.827504134275072
"5421"	"MAP3K15"	0.00699126092384519	Inf	0.633828160143949
"5422"	"TSPAN7"	1	0	1
"5423"	"MED14"	1	0	1
"5424"	"CXCR3"	1	0	1
"5425"	"SRPX2"	1	0	1
"5426"	"FMR1NB"	0.0607849031751792	8.3592487907847	0.633828160143949
"5427"	"CD99L2"	1	0	1
"5428"	"NEUROD4"	1	0	1
"5429"	"ZDHHC17"	1	0	1
"5430"	"ZFYVE19"	1	0	1
"5431"	"ASXL2"	1	0	1
"5432"	"TRIM41"	1	0	1
"5433"	"IQCE"	1	0	1
"5434"	"POM121"	0.0888888888888888	Inf	0.633828160143949
"5435"	"ADAM28"	1	0	1
"5436"	"CTH"	1	0	1
"5437"	"PLEKHO1"	0.0888888888888888	Inf	0.633828160143949
"5438"	"CEP350"	1	0	1
"5439"	"RGL1"	1	0	1
"5440"	"ARHGAP22"	1	0	1
"5441"	"GLUD1"	1	0	1
"5442"	"ANO5"	1	0	1
"5443"	"TNFRSF1A"	1	0	1
"5444"	"KCNN1"	1	0	1
"5445"	"LILRA3"	0.0888888888888888	Inf	0.633828160143949
"5446"	"ZNF471"	0.0200204290091931	24.56021585398	0.633828160143949
"5447"	"FOXD4L1"	1	0	1
"5448"	"OTOR"	0.0888888888888888	Inf	0.633828160143949
"5449"	"LTN1"	0.0888888888888888	Inf	0.633828160143949
"5450"	"MAN2A1"	0.0888888888888888	Inf	0.633828160143949
"5451"	"RAPGEF5"	1	0	1
"5452"	"CTSL"	0.379162902098847	2.74050267948522	1
"5453"	"RBBP7"	1	0	1
"5454"	"PLA2G1B"	0.0888888888888888	Inf	0.633828160143949
"5455"	"PADI4"	0.0888888888888888	Inf	0.633828160143949
"5456"	"ALG6"	0.00723442453354632	8.53033923494616	0.633828160143949
"5457"	"SLC26A9"	1	0	1
"5458"	"GSTO2"	1	0	1
"5459"	"OR56A4"	0.0888888888888888	Inf	0.633828160143949
"5460"	"PRKRIR"	0.0888888888888888	Inf	0.633828160143949
"5461"	"FOXM1"	0.246169560776302	5.5131938040198	1
"5462"	"SLCO1B1"	1	0	1
"5463"	"SENP1"	1	0	1
"5464"	"SLC35E3"	1	0	1
"5465"	"HCAR1"	1	0	1
"5466"	"SLITRK5"	1	0	1
"5467"	"GAS6"	1	0	1
"5468"	"ZNF774"	0.0888888888888888	Inf	0.633828160143949
"5469"	"FBXL19"	0.0888888888888888	Inf	0.633828160143949
"5470"	"EDC4"	1	0	1
"5471"	"OR3A4P"	1	0	1
"5472"	"KRTAP4-9"	1	0	1
"5473"	"ASPSCR1"	1	0	1
"5474"	"CHST9"	1	0	1
"5475"	"ZNF546"	1	0	1
"5476"	"GP6"	1	0	1
"5477"	"TM4SF20"	1	0	1
"5478"	"MKKS"	1	0	1
"5479"	"NISCH"	1	0	1
"5480"	"HLA-G"	1	0	1
"5481"	"DDR1"	0.315487302314114	3.67391382113383	1
"5482"	"AIM1"	1	0	1
"5483"	"TOP1MT"	0.170786516853933	10.8909548109933	0.827504134275072
"5484"	"CCDC171"	1	0	1
"5485"	"CT47B1"	1	0	1
"5486"	"MIR205HG"	1	0	1
"5487"	"POU2F2"	0.0888888888888888	Inf	0.633828160143949
"5488"	"TAS1R2"	1	0	1
"5489"	"TATDN3"	1	0	1
"5490"	"FAM25C"	0.437594628960132	2.17474154402267	1
"5491"	"KCNMA1"	1	0	1
"5492"	"FAM178A"	1	0	1
"5493"	"SNX15"	0.0888888888888888	Inf	0.633828160143949
"5494"	"PRDM10"	0.170786516853933	10.8909548109933	0.827504134275072
"5495"	"ITGA7"	1	0	1
"5496"	"DUSP6"	1	0	1
"5497"	"RB1"	1	0	1
"5498"	"ARHGAP5"	1	0	1
"5499"	"OTX2"	0.0888888888888888	Inf	0.633828160143949
"5500"	"PLEKHG3"	0.0888888888888888	Inf	0.633828160143949
"5501"	"DICER1"	1	0	1
"5502"	"IRF8"	1	0	1
"5503"	"RNF222"	1	0	1
"5504"	"ROCK1"	1	0	1
"5505"	"EFNA2"	1	0	1
"5506"	"ZNF558"	1	0	1
"5507"	"FAM98C"	0.0888888888888888	Inf	0.633828160143949
"5508"	"SPTBN4"	1	0	1
"5509"	"CYP2A6"	1	0	1
"5510"	"NTF4"	1	0	1
"5511"	"ZNF880"	0.0888888888888888	Inf	0.633828160143949
"5512"	"UBE2S"	1	0	1
"5513"	"ADD2"	0.437594628960132	2.17474154402267	1
"5514"	"LYG2"	1	0	1
"5515"	"SLC35C2"	1	0	1
"5516"	"LYZL4"	1	0	1
"5517"	"ADCY5"	1	0	1
"5518"	"CPZ"	1	0	1
"5519"	"GK2"	1	0	1
"5520"	"LRBA"	0.00699126092384519	Inf	0.633828160143949
"5521"	"SV2C"	1	0	1
"5522"	"HSPA9"	1	0	1
"5523"	"B4GALT7"	1	0	1
"5524"	"FOXQ1"	1	0	1
"5525"	"FGD2"	1	0	1
"5526"	"SEC63"	1	0	1
"5527"	"IL33"	1	0	1
"5528"	"CXorf58"	1	0	1
"5529"	"BCR"	1	0	1
"5530"	"BMP8A"	1	0	1
"5531"	"STAMBPL1"	1	0	1
"5532"	"CHRDL2"	0.379162902098847	2.74050267948522	1
"5533"	"NEMF"	1	0	1
"5534"	"ZNF710"	1	0	1
"5535"	"SCN4A"	1	0	1
"5536"	"TAF4B"	1	0	1
"5537"	"IRF3"	1	0	1
"5538"	"KIAA1211L"	1	0	1
"5539"	"TANK"	1	0	1
"5540"	"WFDC5"	1	0	1
"5541"	"TBX1"	1	0	1
"5542"	"LHFPL4"	0.0888888888888888	Inf	0.633828160143949
"5543"	"LRIT3"	0.0888888888888888	Inf	0.633828160143949
"5544"	"PCDHA9"	0.170786516853933	10.8909548109933	0.827504134275072
"5545"	"CLPSL1"	1	0	1
"5546"	"MUC17"	1	0	1
"5547"	"FAM160B2"	1	0	1
"5548"	"FAM154A"	1	0	1
"5549"	"SPTLC1"	1	0	1
"5550"	"QSOX2"	1	0	1
"5551"	"TFDP3"	1	0	1
"5552"	"SETDB1"	1	0	1
"5553"	"TMEM63A"	1	0	1
"5554"	"RBP3"	1	0	1
"5555"	"EDRF1"	1	0	1
"5556"	"SAA2"	1	0	1
"5557"	"CELF1"	1	0	1
"5558"	"OR5D18"	0.0200204290091931	24.56021585398	0.633828160143949
"5559"	"YPEL4"	1	0	1
"5560"	"MMP12"	1	0	1
"5561"	"CYP27B1"	1	0	1
"5562"	"PRKD1"	0.0200204290091931	24.56021585398	0.633828160143949
"5563"	"RALGAPA1"	1	0	1
"5564"	"PYGL"	0.0888888888888888	Inf	0.633828160143949
"5565"	"TRPM1"	1	0	1
"5566"	"MEX3B"	1	0	1
"5567"	"PKD1"	0.0888888888888888	Inf	0.633828160143949
"5568"	"ECI1"	1	0	1
"5569"	"GFOD2"	1	0	1
"5570"	"TRPV3"	1	0	1
"5571"	"CHD3"	1	0	1
"5572"	"KIAA0100"	1	0	1
"5573"	"TOP2A"	1	0	1
"5574"	"COL1A1"	1	0	1
"5575"	"MED13"	1	0	1
"5576"	"FTSJ3"	1	0	1
"5577"	"RECQL5"	1	0	1
"5578"	"CBX8"	1	0	1
"5579"	"CABLES1"	1	0	1
"5580"	"CACTIN"	1	0	1
"5581"	"CDC37"	1	0	1
"5582"	"PRODH2"	0.170786516853933	10.8909548109933	0.827504134275072
"5583"	"ZNF45"	1	0	1
"5584"	"ZNF701"	1	0	1
"5585"	"LILRA4"	0.0888888888888888	Inf	0.633828160143949
"5586"	"PSD4"	0.0888888888888888	Inf	0.633828160143949
"5587"	"ANKAR"	0.590183186387541	0	1
"5588"	"SEMG1"	1	0	1
"5589"	"RRP7A"	1	0	1
"5590"	"ZNF589"	1	0	1
"5591"	"EPHB1"	1	0	1
"5592"	"GMPS"	1	0	1
"5593"	"BANK1"	1	0	1
"5594"	"CTNND2"	1	0	1
"5595"	"IPO11"	1	0	1
"5596"	"BEND2"	1	0	1
"5597"	"PPHLN1"	0.0888888888888888	Inf	0.633828160143949
"5598"	"KANK4"	1	0	1
"5599"	"SELE"	1	0	1
"5600"	"MTR"	1	0	1
"5601"	"GOT1"	1	0	1
"5602"	"SEMA4G"	1	0	1
"5603"	"RBMXL2"	1	0	1
"5604"	"PPFIA2"	0.0888888888888888	Inf	0.633828160143949
"5605"	"CCDC59"	0.246169560776302	5.5131938040198	1
"5606"	"PTPN11"	0.0888888888888888	Inf	0.633828160143949
"5607"	"DDHD1"	1	0	1
"5608"	"KIF23"	1	0	1
"5609"	"C1QTNF8"	1	0	1
"5610"	"FXR2"	1	0	1
"5611"	"C17orf70"	1	0	1
"5612"	"L3MBTL4"	1	0	1
"5613"	"TCEB3C"	1	0	1
"5614"	"SBNO2"	1	0	1
"5615"	"LINGO3"	0.0888888888888888	Inf	0.633828160143949
"5616"	"SYNE4"	1	0	1
"5617"	"CAPNS1"	1	0	1
"5618"	"C19orf54"	0.315487302314114	3.67391382113383	1
"5619"	"TSEN34"	1	0	1
"5620"	"RHOB"	1	0	1
"5621"	"RMDN2"	1	0	1
"5622"	"ZC3H6"	1	0	1
"5623"	"ABCB11"	1	0	1
"5624"	"FN1"	1	0	1
"5625"	"KCNG1"	1	0	1
"5626"	"OPRL1"	1	0	1
"5627"	"DOPEY2"	0.246169560776302	5.5131938040198	1
"5628"	"TMPRSS3"	1	0	1
"5629"	"FAM19A5"	1	0	1
"5630"	"LRRC15"	0.0888888888888888	Inf	0.633828160143949
"5631"	"AFP"	1	0	1
"5632"	"CCRN4L"	1	0	1
"5633"	"SMARCA5"	1	0	1
"5634"	"PALLD"	0.0888888888888888	Inf	0.633828160143949
"5635"	"ANKH"	0.116220131223065	4.9787627604232	0.821234528050644
"5636"	"ANKRD55"	1	0	1
"5637"	"ANKRD34B"	1	0	1
"5638"	"FAM153A"	1	0	1
"5639"	"VNN3"	1	0	1
"5640"	"SGK1"	1	0	1
"5641"	"GNB2"	1	0	1
"5642"	"FBXO16"	1	0	1
"5643"	"LMX1B"	0.0888888888888888	Inf	0.633828160143949
"5644"	"ATP6AP2"	1	0	1
"5645"	"PHF8"	0.0888888888888888	Inf	0.633828160143949
"5646"	"MIR450A1"	1	0	1
"5647"	"MEGF11"	1	0	1
"5648"	"COG8"	1	0	1
"5649"	"ARHGEF19"	1	0	1
"5650"	"PLA2G2C"	0.170786516853933	10.8909548109933	0.827504134275072
"5651"	"MUL1"	1	0	1
"5652"	"OR2M7"	0.246169560776302	5.5131938040198	1
"5653"	"MYPN"	1	0	1
"5654"	"SEC31B"	1	0	1
"5655"	"LHPP"	0.0888888888888888	Inf	0.633828160143949
"5656"	"SCUBE2"	0.246169560776302	5.5131938040198	1
"5657"	"ATG2A"	1	0	1
"5658"	"ABCD2"	1	0	1
"5659"	"NDUFA12"	1	0	1
"5660"	"TMEM132C"	1	0	1
"5661"	"PATL2"	0.170786516853933	10.8909548109933	0.827504134275072
"5662"	"MTSS1L"	1	0	1
"5663"	"DNAAF1"	1	0	1
"5664"	"SLC47A2"	1	0	1
"5665"	"XAB2"	0.0888888888888888	Inf	0.633828160143949
"5666"	"CKM"	0.588646373336494	0	1
"5667"	"ZNF761"	1	0	1
"5668"	"TMC2"	1	0	1
"5669"	"OR5H14"	0.0200204290091931	24.56021585398	0.633828160143949
"5670"	"TRIM42"	1	0	1
"5671"	"PIK3CA"	0.0888888888888888	Inf	0.633828160143949
"5672"	"PHOX2B"	0.0888888888888888	Inf	0.633828160143949
"5673"	"NPFFR2"	1	0	1
"5674"	"SEC24A"	1	0	1
"5675"	"PPIL4"	0.0888888888888888	Inf	0.633828160143949
"5676"	"RBM48"	1	0	1
"5677"	"PTPRN2"	0.0888888888888888	Inf	0.633828160143949
"5678"	"ADAM2"	1	0	1
"5679"	"CHRNB3"	0.246169560776302	5.5131938040198	1
"5680"	"PPEF1"	0.246169560776302	5.5131938040198	1
"5681"	"RP1-274L7.1"	1	0	1
"5682"	"TTTY14"	1	0	1
"5683"	"LRRC38"	0.0888888888888888	Inf	0.633828160143949
"5684"	"MED8"	1	0	1
"5685"	"ARID4B"	1	0	1
"5686"	"DPAGT1"	1	0	1
"5687"	"SLCO1A2"	1	0	1
"5688"	"HNRNPA1"	1	0	1
"5689"	"CLN5"	1	0	1
"5690"	"HAGH"	0.315487302314114	3.67391382113383	1
"5691"	"CHRNE"	0.246169560776302	5.5131938040198	1
"5692"	"ARHGAP33"	1	0	1
"5693"	"APCDD1L"	1	0	1
"5694"	"SPICE1"	1	0	1
"5695"	"KLHL6"	0.170786516853933	10.8909548109933	0.827504134275072
"5696"	"SLC4A4"	1	0	1
"5697"	"SPINK5"	1	0	1
"5698"	"SPDL1"	1	0	1
"5699"	"BBS9"	0.246169560776302	5.5131938040198	1
"5700"	"RBMX"	1	0	1
"5701"	"RNF207"	1	0	1
"5702"	"LAD1"	0.170786516853933	10.8909548109933	0.827504134275072
"5703"	"PDE2A"	0.0888888888888888	Inf	0.633828160143949
"5704"	"DENND5B"	1	0	1
"5705"	"MYO5A"	1	0	1
"5706"	"MESP2"	1	0	1
"5707"	"MARVELD3"	0.0888888888888888	Inf	0.633828160143949
"5708"	"CSHL1"	1	0	1
"5709"	"MTCL1"	1	0	1
"5710"	"APC2"	0.491157045249643	1.794922601213	1
"5711"	"ECSIT"	1	0	1
"5712"	"CEP68"	1	0	1
"5713"	"MYO7B"	0.246169560776302	5.5131938040198	1
"5714"	"SIRPD"	1	0	1
"5715"	"MGAT3"	1	0	1
"5716"	"GPR62"	0.246169560776302	5.5131938040198	1
"5717"	"CASR"	1	0	1
"5718"	"TMEM171"	1	0	1
"5719"	"PREP"	0.00699126092384519	Inf	0.633828160143949
"5720"	"MCF2"	0.0888888888888888	Inf	0.633828160143949
"5721"	"CYP17A1"	1	0	1
"5722"	"C11orf80"	0.170786516853933	10.8909548109933	0.827504134275072
"5723"	"CLEC11A"	1	0	1
"5724"	"TRIM73"	1	0	1
"5725"	"C1orf105"	1	0	1
"5726"	"PCGF5"	0.0888888888888888	Inf	0.633828160143949
"5727"	"OR51T1"	1	0	1
"5728"	"OR51G2"	1	0	1
"5729"	"TPCN2"	1	0	1
"5730"	"TRIM49"	1	0	1
"5731"	"NXPE4"	1	0	1
"5732"	"CEP164"	1	0	1
"5733"	"DDX11"	1	0	1
"5734"	"KRT83"	1	0	1
"5735"	"OR6C2"	0.0888888888888888	Inf	0.633828160143949
"5736"	"LRRC43"	0.0888888888888888	Inf	0.633828160143949
"5737"	"DGKH"	1	0	1
"5738"	"RAD51"	1	0	1
"5739"	"CHRNA3"	1	0	1
"5740"	"FBRS"	0.170786516853933	10.8909548109933	0.827504134275072
"5741"	"PCGF2"	0.0888888888888888	Inf	0.633828160143949
"5742"	"RNF157"	1	0	1
"5743"	"OR7E24"	0.0888888888888888	Inf	0.633828160143949
"5744"	"NUDT19"	1	0	1
"5745"	"CEP89"	0.170786516853933	10.8909548109933	0.827504134275072
"5746"	"CYP2B6"	1	0	1
"5747"	"SLC32A1"	1	0	1
"5748"	"COL9A3"	1	0	1
"5749"	"MIR124-3"	0.315487302314114	3.67391382113383	1
"5750"	"KIF15"	1	0	1
"5751"	"TMEM108"	1	0	1
"5752"	"DBR1"	1	0	1
"5753"	"SKIL"	1	0	1
"5754"	"KIF3A"	1	0	1
"5755"	"ZNF879"	0.0888888888888888	Inf	0.633828160143949
"5756"	"NDUFAF4"	1	0	1
"5757"	"PRPS1L1"	0.0888888888888888	Inf	0.633828160143949
"5758"	"NPC1L1"	0.246169560776302	5.5131938040198	1
"5759"	"C7orf72"	1	0	1
"5760"	"GPR37"	1	0	1
"5761"	"R3HCC1"	1	0	1
"5762"	"BRINP1"	1	0	1
"5763"	"MLLT3"	1	0	1
"5764"	"GMEB1"	1	0	1
"5765"	"COL16A1"	1	0	1
"5766"	"INPP5B"	1	0	1
"5767"	"OR52N1"	0.0888888888888888	Inf	0.633828160143949
"5768"	"TAS2R50"	1	0	1
"5769"	"TAS2R31"	1	0	1
"5770"	"KRT5"	1	0	1
"5771"	"EEA1"	1	0	1
"5772"	"DAAM1"	1	0	1
"5773"	"CLPX"	1	0	1
"5774"	"IGSF6"	1	0	1
"5775"	"DLGAP1"	1	0	1
"5776"	"BRD4"	0.0382163361628685	12.4872044118925	0.633828160143949
"5777"	"KRTCAP3"	1	0	1
"5778"	"TTC7A"	1	0	1
"5779"	"MALL"	0.0888888888888888	Inf	0.633828160143949
"5780"	"SNTA1"	0.0888888888888888	Inf	0.633828160143949
"5781"	"DYNC1LI1"	1	0	1
"5782"	"LNX1"	0.170786516853933	10.8909548109933	0.827504134275072
"5783"	"MIER3"	1	0	1
"5784"	"MATR3"	0.170786516853933	10.8909548109933	0.827504134275072
"5785"	"CDHR2"	0.0018245218555176	42.8535868758711	0.633828160143949
"5786"	"ECT2L"	1	0	1
"5787"	"PLAT"	0.0888888888888888	Inf	0.633828160143949
"5788"	"KLF4"	1	0	1
"5789"	"ENTPD8"	1	0	1
"5790"	"TYSND1"	1	0	1
"5791"	"ADAMTS14"	1	0	1
"5792"	"OR51D1"	1	0	1
"5793"	"SLC37A2"	1	0	1
"5794"	"SP6"	1	0	1
"5795"	"SP2"	1	0	1
"5796"	"VAPA"	1	0	1
"5797"	"GNAL"	1	0	1
"5798"	"RUNX1"	1	0	1
"5799"	"LIMK2"	0.0888888888888888	Inf	0.633828160143949
"5800"	"EIF2B5"	1	0	1
"5801"	"MRPS30"	1	0	1
"5802"	"HIST1H3D"	0.540202149321967	1.52228009354473	1
"5803"	"ABCA2"	1	0	1
"5804"	"MAOA"	0.0888888888888888	Inf	0.633828160143949
"5805"	"PRSS48"	0.0888888888888888	Inf	0.633828160143949
"5806"	"INPPL1"	0.588646373336494	0	1
"5807"	"KCNA6"	1	0	1
"5808"	"GTSF1"	0.591013195123971	0	1
"5809"	"DNAJA4"	1	0	1
"5810"	"MSLNL"	1	0	1
"5811"	"FAM104A"	1	0	1
"5812"	"B3GNTL1"	0.0870042677924224	6.25748261517028	0.633828160143949
"5813"	"TBCB"	1	0	1
"5814"	"WDR33"	1	0	1
"5815"	"TTLL12"	1	0	1
"5816"	"KLHL8"	1	0	1
"5817"	"BCL7B"	1	0	1
"5818"	"CPNE3"	1	0	1
"5819"	"NT5C1A"	1	0	1
"5820"	"LEMD1"	0.0888888888888888	Inf	0.633828160143949
"5821"	"IL24"	1	0	1
"5822"	"PTPN14"	0.0888888888888888	Inf	0.633828160143949
"5823"	"SKIDA1"	1	0	1
"5824"	"FAM21C"	1	0	1
"5825"	"OR5M10"	0.170786516853933	10.8909548109933	0.827504134275072
"5826"	"SLC43A3"	1	0	1
"5827"	"ALG10"	0.246169560776302	5.5131938040198	1
"5828"	"NUTM1"	1	0	1
"5829"	"CCDC64B"	1	0	1
"5830"	"KLK14"	1	0	1
"5831"	"SEMA4F"	1	0	1
"5832"	"CNOT11"	1	0	1
"5833"	"SH3D19"	1	0	1
"5834"	"ERAP2"	1	0	1
"5835"	"ZKSCAN4"	1	0	1
"5836"	"TRIM24"	1	0	1
"5837"	"PRDM2"	0.0888888888888888	Inf	0.633828160143949
"5838"	"CLCNKA"	1	0	1
"5839"	"AKR1A1"	1	0	1
"5840"	"KCND3"	1	0	1
"5841"	"C1orf226"	1	0	1
"5842"	"RBM14"	1	0	1
"5843"	"OR2AT4"	0.0200204290091931	24.56021585398	0.633828160143949
"5844"	"FLI1"	1	0	1
"5845"	"IGSF9B"	1	0	1
"5846"	"CACNA1C"	0.170786516853933	10.8909548109933	0.827504134275072
"5847"	"A2ML1"	0.288533370684408	2.3702145531488	1
"5848"	"AQP2"	1	0	1
"5849"	"CNPY2"	1	0	1
"5850"	"NAB2"	1	0	1
"5851"	"GPR133"	1	0	1
"5852"	"SUPT16H"	1	0	1
"5853"	"AKAP6"	0.0200204290091931	24.56021585398	0.633828160143949
"5854"	"SLC38A6"	1	0	1
"5855"	"IFT43"	1	0	1
"5856"	"ISM2"	0.170786516853933	10.8909548109933	0.827504134275072
"5857"	"MMP25"	1	0	1
"5858"	"CTRL"	1	0	1
